transaction_id,customer_id,amount,flagged_transaction
202,734,447,fraud
203,485,74,not_fraud
204,407,365,fraud
205,231,542,fraud
206,749,261,fraud
207,655,244,fraud
208,171,236,not_fraud
209,541,534,not_fraud
210,36,322,fraud
211,525,58,fraud
212,160,127,not_fraud
213,839,63,fraud
214,699,659,not_fraud
215,243,574,fraud
216,86,53,not_fraud
217,796,824,not_fraud
218,578,62,not_fraud
219,682,595,fraud
220,557,567,fraud
221,574,534,fraud
222,953,686,fraud
223,646,111,fraud
224,796,801,not_fraud
225,28,779,not_fraud
226,620,991,not_fraud
227,556,858,not_fraud
228,340,877,not_fraud
229,798,407,not_fraud
230,958,147,not_fraud
231,331,684,fraud
232,640,930,not_fraud
233,506,396,fraud
234,348,120,not_fraud
235,473,623,not_fraud
236,231,26,fraud
237,190,789,not_fraud
238,225,191,fraud
239,385,893,not_fraud
240,377,545,fraud
241,283,550,not_fraud
242,958,180,fraud
243,633,418,fraud
244,628,749,not_fraud
245,973,387,not_fraud
246,745,197,fraud
247,259,867,not_fraud
248,359,239,fraud
249,710,842,not_fraud
250,456,861,fraud
251,411,128,not_fraud
252,649,165,fraud
253,318,793,not_fraud
254,677,696,fraud
255,225,474,fraud
256,819,113,not_fraud
257,234,613,not_fraud
258,684,707,fraud
259,664,981,fraud
260,975,804,fraud
261,827,511,fraud
262,374,702,not_fraud
263,672,691,fraud
264,608,708,fraud
265,472,184,fraud
266,233,743,not_fraud
267,692,754,fraud
268,113,683,not_fraud
269,830,430,not_fraud
270,497,143,not_fraud
271,442,400,not_fraud
272,564,745,not_fraud
273,268,510,not_fraud
274,510,674,not_fraud
275,807,42,fraud
276,386,64,fraud
277,387,963,not_fraud
278,113,528,fraud
279,613,765,fraud
280,625,834,not_fraud
281,952,647,fraud
282,81,21,not_fraud
283,699,537,fraud
284,113,729,not_fraud
285,2,564,not_fraud
286,642,382,fraud
287,220,493,fraud
288,566,982,not_fraud
289,855,656,not_fraud
290,997,237,not_fraud
291,736,632,fraud
292,225,316,fraud
293,385,466,fraud
294,403,169,fraud
295,638,340,not_fraud
296,130,785,not_fraud
297,53,234,not_fraud
298,684,992,not_fraud
299,730,738,fraud
300,672,513,not_fraud
301,710,465,not_fraud
302,416,54,fraud
303,247,223,fraud
304,836,68,not_fraud
305,439,653,fraud
306,203,625,not_fraud
307,184,204,fraud
308,123,934,fraud
309,401,498,not_fraud
310,767,166,fraud
311,294,619,not_fraud
312,280,235,fraud
313,837,421,fraud
314,884,214,fraud
315,610,88,fraud
316,198,133,fraud
317,982,480,not_fraud
318,907,949,fraud
319,511,227,not_fraud
320,752,525,fraud
321,144,611,not_fraud
322,609,113,fraud
323,201,402,not_fraud
324,124,640,not_fraud
325,187,654,fraud
326,326,833,fraud
327,464,617,fraud
328,349,989,not_fraud
329,771,443,not_fraud
330,660,340,fraud
331,764,152,fraud
332,955,809,not_fraud
333,932,549,not_fraud
334,403,287,fraud
335,346,242,not_fraud
336,963,538,fraud
337,511,580,fraud
338,147,99,fraud
339,148,501,not_fraud
340,864,208,not_fraud
341,711,371,not_fraud
342,820,450,not_fraud
343,489,35,fraud
344,929,34,not_fraud
345,936,403,fraud
346,640,516,fraud
347,551,310,fraud
348,338,348,not_fraud
349,872,276,fraud
350,641,470,fraud
351,779,702,not_fraud
352,988,465,fraud
353,953,369,not_fraud
354,473,77,not_fraud
355,946,872,not_fraud
356,151,421,fraud
357,415,980,not_fraud
358,990,500,not_fraud
359,298,842,not_fraud
360,611,58,not_fraud
361,263,696,fraud
362,764,573,not_fraud
363,144,111,fraud
364,346,225,not_fraud
365,624,447,fraud
366,572,709,not_fraud
367,881,578,fraud
368,2,568,not_fraud
369,897,168,fraud
370,304,498,fraud
371,254,695,fraud
372,652,251,not_fraud
373,453,803,fraud
374,37,762,fraud
375,160,891,fraud
376,9,14,fraud
377,233,605,not_fraud
378,99,829,fraud
379,659,370,fraud
380,816,468,fraud
381,208,257,not_fraud
382,131,575,fraud
383,404,682,fraud
384,152,955,fraud
385,54,431,fraud
386,120,932,not_fraud
387,673,747,fraud
388,920,24,fraud
389,628,745,not_fraud
390,587,582,not_fraud
391,625,131,not_fraud
392,968,286,fraud
393,420,567,not_fraud
394,422,462,fraud
395,104,399,not_fraud
396,852,303,fraud
397,254,583,not_fraud
398,227,607,fraud
399,112,455,not_fraud
400,510,219,fraud
401,473,599,fraud
402,99,723,fraud
403,153,311,fraud
404,861,918,fraud
405,914,232,fraud
406,896,743,fraud
407,878,12,fraud
408,338,999,not_fraud
409,706,527,fraud
410,822,102,fraud
411,163,529,not_fraud
412,720,437,fraud
413,957,502,not_fraud
414,681,244,fraud
415,996,629,not_fraud
416,161,170,not_fraud
417,580,730,fraud
418,801,761,not_fraud
419,398,340,fraud
420,277,342,fraud
421,816,59,fraud
422,916,532,fraud
423,504,872,not_fraud
424,896,677,fraud
425,392,501,not_fraud
426,135,591,not_fraud
427,195,690,fraud
428,401,281,fraud
429,640,589,fraud
430,33,876,fraud
431,688,261,not_fraud
432,460,569,fraud
433,955,705,not_fraud
434,883,841,fraud
435,470,708,fraud
436,375,99,fraud
437,22,455,fraud
438,750,341,not_fraud
439,670,148,not_fraud
440,38,366,fraud
441,230,610,not_fraud
442,365,283,not_fraud
443,563,28,fraud
444,438,992,fraud
445,776,320,not_fraud
446,283,879,not_fraud
447,27,895,not_fraud
448,226,987,not_fraud
449,277,163,fraud
450,798,399,fraud
451,609,269,not_fraud
452,284,629,fraud
453,879,892,not_fraud
454,960,806,not_fraud
455,481,580,fraud
456,453,134,not_fraud
457,829,363,not_fraud
458,816,282,fraud
459,659,628,fraud
460,516,820,not_fraud
461,547,254,not_fraud
462,192,857,fraud
463,49,459,not_fraud
464,512,939,not_fraud
465,17,256,fraud
466,172,529,fraud
467,220,150,fraud
468,158,371,fraud
469,477,17,fraud
470,46,487,fraud
471,373,361,not_fraud
472,518,504,not_fraud
473,99,615,fraud
474,892,842,fraud
475,745,436,not_fraud
476,37,48,not_fraud
477,280,602,not_fraud
478,349,196,fraud
479,497,605,fraud
480,302,609,not_fraud
481,181,763,fraud
482,607,863,fraud
483,99,102,fraud
484,700,95,not_fraud
485,993,53,not_fraud
486,116,146,fraud
487,191,430,fraud
488,253,83,fraud
489,981,557,fraud
490,928,622,fraud
491,983,997,not_fraud
492,161,521,fraud
493,256,165,fraud
494,323,947,fraud
495,128,264,not_fraud
496,18,180,not_fraud
497,793,990,fraud
498,735,737,not_fraud
499,566,179,not_fraud
500,570,773,not_fraud
501,323,881,not_fraud
502,872,331,not_fraud
503,686,576,not_fraud
504,792,465,fraud
505,626,953,not_fraud
506,288,612,not_fraud
507,943,799,fraud
508,854,622,fraud
509,663,164,fraud
510,962,898,fraud
511,639,358,not_fraud
512,155,460,not_fraud
513,490,885,not_fraud
514,386,662,not_fraud
515,986,182,fraud
516,785,19,not_fraud
517,104,749,not_fraud
518,929,274,fraud
519,393,447,not_fraud
520,811,769,not_fraud
521,246,256,not_fraud
522,176,676,not_fraud
523,39,555,fraud
524,477,508,fraud
525,682,138,fraud
526,759,681,fraud
527,538,610,fraud
528,867,614,not_fraud
529,818,336,not_fraud
530,921,762,fraud
531,408,844,fraud
532,525,989,fraud
533,828,413,not_fraud
534,506,638,fraud
535,903,615,not_fraud
536,825,684,not_fraud
537,36,620,not_fraud
538,685,634,not_fraud
539,20,368,fraud
540,321,612,not_fraud
541,776,867,not_fraud
542,512,727,fraud
543,400,26,not_fraud
544,654,283,not_fraud
545,972,694,not_fraud
546,883,125,fraud
547,471,870,not_fraud
548,143,989,not_fraud
549,92,702,fraud
550,354,100,fraud
551,834,91,not_fraud
552,800,333,not_fraud
553,727,970,fraud
554,959,123,not_fraud
555,854,778,fraud
556,51,67,not_fraud
557,665,163,fraud
558,698,886,not_fraud
559,575,413,fraud
560,190,637,fraud
561,125,864,fraud
562,150,275,fraud
563,314,324,fraud
564,570,724,not_fraud
565,342,50,not_fraud
566,305,114,fraud
567,692,910,not_fraud
568,682,899,not_fraud
569,838,202,not_fraud
570,783,410,not_fraud
571,54,287,not_fraud
572,444,363,not_fraud
573,613,758,fraud
574,993,946,not_fraud
575,264,742,not_fraud
576,53,589,not_fraud
577,572,718,fraud
578,620,265,not_fraud
579,5,660,not_fraud
580,103,833,not_fraud
581,196,956,fraud
582,774,670,not_fraud
583,877,108,fraud
584,992,597,not_fraud
585,884,291,fraud
586,350,892,fraud
587,47,412,fraud
588,867,118,not_fraud
589,823,709,fraud
590,936,208,fraud
591,820,312,fraud
592,656,336,fraud
593,269,163,not_fraud
594,370,561,not_fraud
595,636,654,not_fraud
596,106,414,not_fraud
597,670,471,fraud
598,659,141,not_fraud
599,657,800,fraud
600,120,883,not_fraud
601,831,93,not_fraud
602,787,408,not_fraud
603,604,763,fraud
604,58,637,not_fraud
605,951,118,not_fraud
606,346,230,not_fraud
607,741,913,fraud
608,474,562,not_fraud
609,117,377,not_fraud
610,830,156,fraud
611,791,121,fraud
612,127,624,not_fraud
613,393,567,not_fraud
614,908,933,not_fraud
615,641,503,fraud
616,58,514,fraud
617,634,484,fraud
618,513,845,not_fraud
619,751,899,fraud
620,802,280,not_fraud
621,96,430,fraud
622,638,906,fraud
623,118,716,fraud
624,560,376,not_fraud
625,601,289,not_fraud
626,488,292,not_fraud
627,237,49,not_fraud
628,885,968,fraud
629,897,198,not_fraud
630,272,173,fraud
631,189,998,not_fraud
632,999,545,not_fraud
633,704,545,fraud
634,447,13,fraud
635,581,844,not_fraud
636,790,299,not_fraud
637,861,962,fraud
638,247,442,fraud
639,963,480,fraud
640,76,190,fraud
641,154,257,fraud
642,656,637,not_fraud
643,435,288,not_fraud
644,997,886,not_fraud
645,86,590,not_fraud
646,697,872,fraud
647,285,263,fraud
648,974,190,fraud
649,220,839,not_fraud
650,69,690,fraud
651,47,834,fraud
652,94,518,not_fraud
653,750,770,not_fraud
654,958,709,not_fraud
655,453,575,fraud
656,204,335,fraud
657,912,366,not_fraud
658,218,834,not_fraud
659,474,659,fraud
660,432,689,not_fraud
661,341,400,fraud
662,551,624,not_fraud
663,612,943,not_fraud
664,289,94,not_fraud
665,254,326,fraud
666,734,221,fraud
667,357,524,not_fraud
668,23,393,fraud
669,762,700,not_fraud
670,522,351,not_fraud
671,758,824,fraud
672,837,973,fraud
673,100,997,fraud
674,802,853,fraud
675,180,47,not_fraud
676,223,520,fraud
677,906,429,fraud
678,762,760,not_fraud
679,659,178,not_fraud
680,442,974,not_fraud
681,608,918,not_fraud
682,769,352,fraud
683,325,835,fraud
684,516,315,not_fraud
685,16,551,not_fraud
686,792,711,fraud
687,336,878,fraud
688,759,546,fraud
689,258,121,fraud
690,497,420,fraud
691,988,956,not_fraud
692,896,215,not_fraud
693,160,194,not_fraud
694,475,391,not_fraud
695,852,505,fraud
696,664,388,not_fraud
697,908,56,fraud
698,690,895,fraud
699,675,749,fraud
700,380,560,fraud
701,545,537,fraud
702,929,513,fraud
703,957,31,fraud
704,691,222,not_fraud
705,427,319,fraud
706,613,670,not_fraud
707,268,977,not_fraud
708,835,762,fraud
709,577,281,fraud
710,417,580,not_fraud
711,168,808,not_fraud
712,842,947,not_fraud
713,43,211,not_fraud
714,556,41,fraud
715,285,452,fraud
716,397,171,fraud
717,12,776,not_fraud
718,607,263,fraud
719,302,530,not_fraud
720,898,986,fraud
721,253,660,not_fraud
722,499,489,fraud
723,754,19,fraud
724,35,735,not_fraud
725,727,514,not_fraud
726,849,794,not_fraud
727,90,845,not_fraud
728,776,569,not_fraud
729,605,445,fraud
730,922,120,not_fraud
731,970,162,fraud
732,602,644,fraud
733,418,926,fraud
734,115,878,fraud
735,617,111,fraud
736,903,762,not_fraud
737,196,842,not_fraud
738,826,200,fraud
739,501,738,fraud
740,626,572,not_fraud
741,493,813,not_fraud
742,75,90,fraud
743,413,498,not_fraud
744,376,904,not_fraud
745,420,97,not_fraud
746,729,203,fraud
747,277,113,not_fraud
748,761,792,fraud
749,676,105,fraud
750,394,432,fraud
751,869,900,fraud
752,457,207,fraud
753,920,10,not_fraud
754,192,416,fraud
755,739,387,fraud
756,689,176,fraud
757,99,518,not_fraud
758,548,647,not_fraud
759,978,322,not_fraud
760,999,602,not_fraud
761,96,427,not_fraud
762,664,772,not_fraud
763,663,690,not_fraud
764,190,486,fraud
765,736,82,fraud
766,37,150,not_fraud
767,780,591,fraud
768,369,271,fraud
769,695,349,not_fraud
770,525,317,fraud
771,279,254,fraud
772,217,524,not_fraud
773,867,346,fraud
774,873,584,not_fraud
775,798,570,not_fraud
776,273,85,fraud
777,881,889,fraud
778,62,184,fraud
779,596,118,not_fraud
780,880,192,not_fraud
781,729,201,not_fraud
782,342,74,fraud
783,397,858,fraud
784,699,972,not_fraud
785,19,483,fraud
786,177,792,fraud
787,612,109,not_fraud
788,396,553,not_fraud
789,445,873,fraud
790,233,137,not_fraud
791,915,461,fraud
792,76,923,not_fraud
793,265,378,not_fraud
794,455,860,not_fraud
795,796,52,fraud
796,718,893,fraud
797,735,428,not_fraud
798,384,497,not_fraud
799,564,87,not_fraud
800,851,835,fraud
801,506,810,not_fraud
802,367,279,not_fraud
803,144,683,not_fraud
804,885,710,not_fraud
805,69,768,fraud
806,99,909,fraud
807,396,737,not_fraud
808,25,324,fraud
809,948,934,fraud
810,891,860,fraud
811,469,911,not_fraud
812,484,898,fraud
813,565,954,fraud
814,151,177,fraud
815,144,348,not_fraud
816,569,202,not_fraud
817,39,462,fraud
818,109,292,fraud
819,693,345,not_fraud
820,42,399,not_fraud
821,186,534,fraud
822,935,249,fraud
823,398,841,not_fraud
824,223,967,not_fraud
825,634,492,fraud
826,133,668,not_fraud
827,163,725,fraud
828,215,601,fraud
829,733,900,fraud
830,235,564,not_fraud
831,843,467,fraud
832,658,98,fraud
833,751,669,not_fraud
834,588,104,not_fraud
835,9,461,fraud
836,74,437,fraud
837,954,160,not_fraud
838,492,523,not_fraud
839,913,385,not_fraud
840,253,31,fraud
841,230,892,fraud
842,519,322,fraud
843,174,849,not_fraud
844,653,528,fraud
845,168,215,not_fraud
846,170,961,fraud
847,393,384,not_fraud
848,946,460,fraud
849,795,635,fraud
850,634,793,not_fraud
851,194,604,not_fraud
852,517,188,fraud
853,29,219,not_fraud
854,165,509,not_fraud
855,422,473,fraud
856,339,849,not_fraud
857,648,133,fraud
858,496,122,fraud
859,365,21,not_fraud
860,833,135,not_fraud
861,342,574,fraud
862,500,340,fraud
863,657,910,fraud
864,511,292,fraud
865,327,149,fraud
866,217,410,fraud
867,301,911,not_fraud
868,132,106,not_fraud
869,804,526,not_fraud
870,70,578,fraud
871,252,933,not_fraud
872,415,855,fraud
873,787,78,fraud
874,445,127,not_fraud
875,876,897,fraud
876,182,68,fraud
877,167,42,fraud
878,91,327,fraud
879,714,59,fraud
880,858,889,fraud
881,531,498,not_fraud
882,39,28,fraud
883,126,735,fraud
884,451,206,fraud
885,173,900,fraud
886,653,459,not_fraud
887,754,999,not_fraud
888,220,568,fraud
889,638,688,fraud
890,58,461,fraud
891,660,298,not_fraud
892,476,150,not_fraud
893,456,93,not_fraud
894,829,703,not_fraud
895,895,400,fraud
896,361,600,not_fraud
897,935,224,not_fraud
898,1,535,fraud
899,387,224,fraud
900,973,412,not_fraud
901,348,137,not_fraud
902,190,831,not_fraud
903,505,486,not_fraud
904,191,769,fraud
905,508,413,fraud
906,369,38,not_fraud
907,409,801,not_fraud
908,824,347,not_fraud
909,929,840,not_fraud
910,934,723,not_fraud
911,117,370,fraud
912,134,578,fraud
913,58,401,fraud
914,556,227,not_fraud
915,685,583,not_fraud
916,672,678,fraud
917,173,211,fraud
918,829,26,not_fraud
919,815,331,fraud
920,149,527,not_fraud
921,80,579,not_fraud
922,886,334,fraud
923,213,421,fraud
924,203,327,fraud
925,764,690,not_fraud
926,229,974,not_fraud
927,676,91,fraud
928,227,483,not_fraud
929,659,477,not_fraud
930,532,434,not_fraud
931,441,954,fraud
932,402,740,not_fraud
933,47,698,fraud
934,233,213,fraud
935,305,592,not_fraud
936,526,396,fraud
937,143,787,not_fraud
938,415,107,fraud
939,513,354,fraud
940,373,812,not_fraud
941,566,217,fraud
942,886,523,fraud
943,259,645,fraud
944,656,801,not_fraud
945,471,595,not_fraud
946,953,175,fraud
947,971,31,fraud
948,12,163,fraud
949,330,948,not_fraud
950,736,448,not_fraud
951,784,304,fraud
952,968,228,not_fraud
953,358,678,not_fraud
954,972,504,not_fraud
955,408,239,not_fraud
956,668,29,fraud
957,373,996,not_fraud
958,8,562,not_fraud
959,122,959,fraud
960,348,157,fraud
961,676,117,not_fraud
962,90,412,not_fraud
963,648,605,fraud
964,698,492,fraud
965,316,376,fraud
966,178,843,not_fraud
967,540,423,not_fraud
968,732,318,fraud
969,869,811,not_fraud
970,41,927,fraud
971,740,844,not_fraud
972,704,143,fraud
973,923,728,fraud
974,502,292,not_fraud
975,959,787,not_fraud
976,145,82,not_fraud
977,201,490,not_fraud
978,929,361,not_fraud
979,724,569,not_fraud
980,461,335,fraud
981,732,754,not_fraud
982,752,452,fraud
983,925,109,fraud
984,909,68,not_fraud
985,558,517,fraud
986,547,267,fraud
987,253,422,not_fraud
988,390,461,not_fraud
989,594,74,not_fraud
990,883,604,fraud
991,256,163,not_fraud
992,709,994,not_fraud
993,815,275,not_fraud
994,921,830,not_fraud
995,450,88,fraud
996,10,324,not_fraud
997,824,671,fraud
998,798,956,not_fraud
999,242,569,fraud
1000,251,926,fraud
1001,877,900,fraud
1002,5,257,not_fraud
1003,119,799,fraud
1004,801,877,not_fraud
1005,374,619,not_fraud
1006,65,423,not_fraud
1007,146,34,not_fraud
1008,224,293,not_fraud
1009,239,458,fraud
1010,177,890,not_fraud
1011,779,310,fraud
1012,853,77,fraud
1013,282,16,fraud
1014,63,826,fraud
1015,217,146,fraud
1016,854,173,fraud
1017,827,92,fraud
1018,795,906,not_fraud
1019,689,659,fraud
1020,461,429,not_fraud
1021,929,82,fraud
1022,610,246,fraud
1023,105,55,fraud
1024,99,627,fraud
1025,511,937,not_fraud
1026,385,809,not_fraud
1027,405,271,not_fraud
1028,823,185,fraud
1029,518,175,fraud
1030,476,666,fraud
1031,977,851,not_fraud
1032,709,379,fraud
1033,863,804,not_fraud
1034,645,63,not_fraud
1035,870,699,fraud
1036,771,428,fraud
1037,437,765,not_fraud
1038,23,516,not_fraud
1039,997,350,not_fraud
1040,565,136,fraud
1041,677,418,fraud
1042,714,933,fraud
1043,458,376,fraud
1044,83,280,fraud
1045,145,653,fraud
1046,85,614,not_fraud
1047,78,388,not_fraud
1048,457,82,not_fraud
1049,878,932,fraud
1050,1,931,not_fraud
1051,51,924,fraud
1052,685,257,fraud
1053,717,869,not_fraud
1054,772,794,fraud
1055,446,52,not_fraud
1056,449,386,not_fraud
1057,881,50,fraud
1058,488,179,not_fraud
1059,800,955,not_fraud
1060,34,221,not_fraud
1061,348,502,not_fraud
1062,95,689,fraud
1063,72,48,not_fraud
1064,551,378,not_fraud
1065,154,766,not_fraud
1066,250,160,fraud
1067,674,120,not_fraud
1068,438,489,fraud
1069,118,445,not_fraud
1070,771,56,not_fraud
1071,891,584,not_fraud
1072,306,746,fraud
1073,268,375,fraud
1074,961,78,fraud
1075,54,308,fraud
1076,236,953,fraud
1077,389,811,fraud
1078,990,305,not_fraud
1079,734,212,fraud
1080,763,70,not_fraud
1081,825,955,fraud
1082,401,972,fraud
1083,624,839,fraud
1084,767,323,not_fraud
1085,303,170,fraud
1086,919,340,fraud
1087,207,537,not_fraud
1088,229,347,not_fraud
1089,853,615,not_fraud
1090,910,313,not_fraud
1091,578,512,fraud
1092,75,659,not_fraud
1093,435,347,fraud
1094,103,559,fraud
1095,422,648,not_fraud
1096,704,284,fraud
1097,764,173,not_fraud
1098,738,452,fraud
1099,806,328,not_fraud
1100,306,598,not_fraud
1101,98,513,not_fraud
1102,850,695,not_fraud
1103,798,396,not_fraud
1104,335,979,not_fraud
1105,859,879,fraud
1106,435,842,fraud
1107,447,897,fraud
1108,994,612,not_fraud
1109,308,759,fraud
1110,249,785,not_fraud
1111,166,700,fraud
1112,481,503,fraud
1113,984,499,not_fraud
1114,335,730,fraud
1115,542,82,fraud
1116,759,518,fraud
1117,106,399,not_fraud
1118,563,628,fraud
1119,81,866,not_fraud
1120,133,304,fraud
1121,797,378,fraud
1122,900,965,fraud
1123,138,805,fraud
1124,184,874,not_fraud
1125,401,703,fraud
1126,330,558,not_fraud
1127,785,658,not_fraud
1128,508,859,fraud
1129,852,577,fraud
1130,984,196,not_fraud
1131,69,862,not_fraud
1132,546,779,fraud
1133,774,454,fraud
1134,53,579,fraud
1135,450,372,fraud
1136,205,132,fraud
1137,126,197,not_fraud
1138,747,751,fraud
1139,43,689,fraud
1140,752,429,not_fraud
1141,971,635,fraud
1142,883,261,fraud
1143,111,628,not_fraud
1144,761,558,fraud
1145,663,344,not_fraud
1146,183,101,fraud
1147,848,539,fraud
1148,95,875,fraud
1149,971,72,not_fraud
1150,374,671,not_fraud
1151,912,521,not_fraud
1152,520,148,not_fraud
1153,900,707,fraud
1154,360,194,not_fraud
1155,900,214,not_fraud
1156,696,781,not_fraud
1157,281,223,fraud
1158,195,265,fraud
1159,864,144,not_fraud
1160,195,582,not_fraud
1161,667,884,fraud
1162,93,831,not_fraud
1163,672,97,not_fraud
1164,946,845,not_fraud
1165,61,997,not_fraud
1166,634,216,fraud
1167,51,138,fraud
1168,403,832,fraud
1169,789,12,not_fraud
1170,5,983,not_fraud
1171,466,943,fraud
1172,604,763,fraud
1173,682,130,fraud
1174,829,394,not_fraud
1175,534,623,fraud
1176,405,47,not_fraud
1177,838,350,not_fraud
1178,513,934,fraud
1179,645,654,fraud
1180,233,723,not_fraud
1181,524,869,fraud
1182,346,30,fraud
1183,46,251,not_fraud
1184,546,464,not_fraud
1185,945,972,not_fraud
1186,78,630,not_fraud
1187,730,312,not_fraud
1188,813,605,fraud
1189,923,604,not_fraud
1190,73,812,not_fraud
1191,794,973,not_fraud
1192,249,78,fraud
1193,47,138,not_fraud
1194,121,205,not_fraud
1195,214,149,not_fraud
1196,239,453,fraud
1197,56,292,not_fraud
1198,350,321,not_fraud
1199,107,755,not_fraud
1200,831,544,fraud
1201,48,674,fraud
1202,573,286,fraud
1203,337,70,fraud
1204,26,328,not_fraud
1205,804,899,not_fraud
1206,257,61,fraud
1207,8,865,fraud
1208,625,162,not_fraud
1209,867,758,not_fraud
1210,253,320,fraud
1211,692,823,fraud
1212,719,553,fraud
1213,303,576,fraud
1214,639,873,not_fraud
1215,56,398,fraud
1216,726,557,fraud
1217,526,631,not_fraud
1218,474,186,not_fraud
1219,28,371,not_fraud
1220,983,323,not_fraud
1221,78,816,not_fraud
1222,216,857,fraud
1223,386,106,fraud
1224,365,890,fraud
1225,666,222,not_fraud
1226,526,838,fraud
1227,699,146,not_fraud
1228,312,15,fraud
1229,883,118,fraud
1230,7,556,not_fraud
1231,3,48,not_fraud
1232,623,671,fraud
1233,919,434,fraud
1234,750,639,fraud
1235,363,270,fraud
1236,751,435,fraud
1237,508,96,not_fraud
1238,274,474,not_fraud
1239,506,85,not_fraud
1240,806,480,not_fraud
1241,739,985,fraud
1242,883,972,fraud
1243,15,423,not_fraud
1244,192,834,fraud
1245,985,904,not_fraud
1246,631,735,fraud
1247,485,466,fraud
