review_id,customer_id,payment_method,rating,review_text,point_of_transaction,country,sentiment_label
51,958,Debit Card,3,Excellent service!,Supermarket,Netherlands,neutral
52,563,Bank Transfer,5,Average quality.,Amusement Park,Brazil,positive
53,876,Credit Card,3,Excellent service!,Museum,Australia,neutral
54,567,Bank Transfer,1,Average quality.,Retail Store,Netherlands,negative
55,244,PayPal,2,Terrible experience...,Hotel,Canada,negative
56,832,Credit Card,3,Average quality.,Gas Station,Singapore,neutral
57,505,Credit Card,3,Excellent service!,Restaurant,France,neutral
58,131,Credit Card,5,Average quality.,ATM,USA,positive
59,485,PayPal,3,Average quality.,Restaurant,New Zealand,neutral
60,819,Debit Card,4,Terrible experience...,Fitness Center,India,positive
61,647,Bank Transfer,3,Excellent service!,Gas Station,India,neutral
62,21,Credit Card,3,Average quality.,Fitness Center,Netherlands,neutral
63,841,Credit Card,3,Terrible experience...,Amusement Park,Singapore,neutral
64,167,Credit Card,3,Terrible experience...,Supermarket,China,neutral
65,274,Debit Card,3,Terrible experience...,Retail Store,Japan,neutral
66,388,Debit Card,2,Terrible experience...,ATM,South Africa,negative
67,601,PayPal,5,Terrible experience...,Fitness Center,Japan,positive
68,316,Debit Card,2,Average quality.,Amusement Park,Australia,negative
69,14,Bank Transfer,1,Average quality.,Online,Japan,negative
70,242,PayPal,1,Excellent service!,Hotel,USA,negative
71,777,PayPal,1,Average quality.,Cinema,Netherlands,negative
72,346,Bank Transfer,3,Excellent service!,Retail Store,Mexico,neutral
73,565,Bank Transfer,1,Excellent service!,Hotel,Sweden,negative
74,898,Bank Transfer,1,Excellent service!,ATM,Switzerland,negative
75,340,PayPal,3,Average quality.,Restaurant,Brazil,neutral
76,92,PayPal,4,Terrible experience...,Supermarket,Germany,positive
77,367,PayPal,1,Excellent service!,Bar,Canada,negative
78,956,Bank Transfer,3,Terrible experience...,Gas Station,Sweden,neutral
79,455,Bank Transfer,4,Excellent service!,Retail Store,Australia,positive
80,428,Credit Card,5,Average quality.,ATM,China,positive
81,509,Debit Card,4,Excellent service!,Bar,Brazil,positive
82,776,Credit Card,2,Average quality.,Hotel,Germany,negative
83,943,Bank Transfer,4,Terrible experience...,Supermarket,Singapore,positive
84,35,PayPal,3,Average quality.,Restaurant,Netherlands,neutral
85,206,Bank Transfer,2,Terrible experience...,Museum,Russia,negative
86,81,Debit Card,5,Average quality.,Restaurant,Spain,positive
87,932,Credit Card,3,Excellent service!,Online,USA,neutral
88,562,Credit Card,5,Excellent service!,Supermarket,United Kingdom,positive
89,872,PayPal,4,Average quality.,Cinema,Switzerland,positive
90,388,Credit Card,4,Terrible experience...,Bar,South Africa,positive
91,2,Credit Card,4,Terrible experience...,Fitness Center,France,positive
92,390,Bank Transfer,3,Terrible experience...,Amusement Park,India,neutral
93,566,Credit Card,3,Average quality.,Online,Canada,neutral
94,106,Credit Card,5,Average quality.,Museum,Spain,positive
95,772,Credit Card,4,Average quality.,Supermarket,South Africa,positive
96,822,PayPal,5,Average quality.,ATM,Netherlands,positive
97,477,PayPal,5,Terrible experience...,Supermarket,Spain,positive
98,703,Bank Transfer,5,Terrible experience...,Cinema,New Zealand,positive
99,402,Credit Card,4,Average quality.,Supermarket,New Zealand,positive
100,730,PayPal,3,Average quality.,Bar,Netherlands,neutral
101,556,PayPal,1,Terrible experience...,Supermarket,Canada,negative
102,162,Bank Transfer,4,Terrible experience...,Supermarket,Japan,positive
103,202,Debit Card,2,Excellent service!,Hotel,New Zealand,negative
104,958,Credit Card,2,Average quality.,Museum,France,negative
105,996,PayPal,2,Excellent service!,Amusement Park,Italy,negative
106,270,Bank Transfer,5,Terrible experience...,Museum,United Kingdom,positive
107,863,Bank Transfer,5,Terrible experience...,Gas Station,Spain,positive
108,816,Bank Transfer,4,Average quality.,Bar,Mexico,positive
109,271,PayPal,3,Excellent service!,Gas Station,Russia,neutral
110,456,Credit Card,4,Terrible experience...,Hotel,Singapore,positive
111,462,Debit Card,4,Excellent service!,Online,Sweden,positive
112,727,Credit Card,3,Excellent service!,Fitness Center,France,neutral
113,252,Bank Transfer,2,Excellent service!,Cinema,Netherlands,negative
114,702,Bank Transfer,2,Excellent service!,Amusement Park,Russia,negative
115,296,Debit Card,3,Excellent service!,Cinema,Germany,neutral
116,725,Credit Card,4,Average quality.,Hotel,Australia,positive
117,720,Bank Transfer,3,Average quality.,Bar,South Africa,neutral
118,749,Bank Transfer,5,Excellent service!,Retail Store,New Zealand,positive
119,338,Credit Card,1,Average quality.,Amusement Park,Australia,negative
120,879,Bank Transfer,2,Terrible experience...,Fitness Center,Canada,negative
121,53,Credit Card,3,Excellent service!,Amusement Park,Mexico,neutral
122,792,Bank Transfer,1,Average quality.,Hotel,Germany,negative
123,922,Credit Card,2,Average quality.,Online,Brazil,negative
124,217,Debit Card,2,Terrible experience...,ATM,Russia,negative
125,764,Bank Transfer,3,Terrible experience...,Supermarket,Sweden,neutral
126,188,Debit Card,2,Terrible experience...,Restaurant,Canada,negative
127,380,Bank Transfer,4,Terrible experience...,Restaurant,Netherlands,positive
128,493,Bank Transfer,3,Excellent service!,Cinema,Singapore,neutral
129,41,PayPal,1,Average quality.,Supermarket,Sweden,negative
130,157,Credit Card,4,Average quality.,ATM,France,positive
131,15,Debit Card,1,Terrible experience...,Retail Store,Brazil,negative
132,813,Debit Card,5,Average quality.,Cinema,New Zealand,positive
133,65,Debit Card,5,Average quality.,Amusement Park,India,positive
134,857,Credit Card,2,Average quality.,Gas Station,Netherlands,negative
135,839,PayPal,5,Terrible experience...,Museum,South Africa,positive
136,521,Debit Card,4,Average quality.,Restaurant,Netherlands,positive
137,344,Credit Card,5,Average quality.,Cinema,USA,positive
138,129,Bank Transfer,4,Average quality.,Restaurant,Canada,positive
139,648,Debit Card,2,Excellent service!,Hotel,Japan,negative
140,472,Debit Card,5,Excellent service!,Retail Store,Switzerland,positive
141,63,PayPal,1,Average quality.,Retail Store,New Zealand,negative
142,139,Debit Card,2,Average quality.,Gas Station,Singapore,negative
143,499,Debit Card,2,Average quality.,Bar,USA,negative
144,593,Bank Transfer,2,Average quality.,Retail Store,Singapore,negative
145,392,Credit Card,3,Average quality.,Amusement Park,Netherlands,neutral
146,675,Credit Card,4,Average quality.,Hotel,Spain,positive
147,419,PayPal,5,Excellent service!,Online,China,positive
148,289,Bank Transfer,1,Terrible experience...,Cinema,New Zealand,negative
149,379,Credit Card,5,Average quality.,Amusement Park,Spain,positive
150,773,Bank Transfer,5,Average quality.,Supermarket,Germany,positive
151,490,Credit Card,1,Average quality.,Museum,Canada,negative
152,231,Bank Transfer,2,Terrible experience...,Online,Brazil,negative
153,41,PayPal,5,Average quality.,Amusement Park,Netherlands,positive
154,28,Debit Card,4,Average quality.,Supermarket,Sweden,positive
155,135,PayPal,4,Terrible experience...,Restaurant,Russia,positive
156,201,Credit Card,4,Average quality.,Fitness Center,France,positive
157,840,PayPal,3,Terrible experience...,Restaurant,Switzerland,neutral
158,780,Debit Card,1,Terrible experience...,Restaurant,Switzerland,negative
159,930,PayPal,3,Average quality.,Gas Station,Mexico,neutral
160,33,Credit Card,1,Excellent service!,Hotel,Germany,negative
161,48,Credit Card,4,Excellent service!,Cinema,Italy,positive
162,503,PayPal,5,Average quality.,Gas Station,Netherlands,positive
163,407,Debit Card,3,Terrible experience...,Retail Store,France,neutral
164,574,PayPal,5,Terrible experience...,Retail Store,South Africa,positive
165,728,Debit Card,3,Terrible experience...,Retail Store,South Africa,neutral
166,805,Bank Transfer,4,Average quality.,Hotel,Italy,positive
167,99,Debit Card,4,Excellent service!,Gas Station,Sweden,positive
168,684,Bank Transfer,5,Terrible experience...,Gas Station,Singapore,positive
169,872,PayPal,4,Terrible experience...,Online,Canada,positive
170,726,Debit Card,1,Average quality.,Gas Station,South Africa,negative
171,987,Bank Transfer,5,Excellent service!,Supermarket,Russia,positive
172,547,Bank Transfer,4,Excellent service!,Retail Store,Sweden,positive
173,961,Bank Transfer,1,Average quality.,Gas Station,Japan,negative
174,739,Credit Card,4,Excellent service!,Museum,Netherlands,positive
175,613,PayPal,5,Average quality.,Hotel,Spain,positive
176,943,Bank Transfer,3,Terrible experience...,Cinema,Netherlands,neutral
177,462,Debit Card,2,Average quality.,Retail Store,Spain,negative
178,643,Bank Transfer,5,Terrible experience...,Bar,United Kingdom,positive
179,769,Credit Card,4,Average quality.,Supermarket,USA,positive
180,5,PayPal,3,Terrible experience...,Bar,South Africa,neutral
181,218,Credit Card,1,Terrible experience...,Retail Store,Netherlands,negative
182,503,Credit Card,2,Average quality.,Museum,Spain,negative
183,767,Credit Card,4,Terrible experience...,Online,France,positive
184,398,Debit Card,5,Excellent service!,Hotel,Netherlands,positive
185,871,PayPal,2,Average quality.,Cinema,Brazil,negative
186,795,PayPal,2,Excellent service!,Cinema,Switzerland,negative
187,393,Debit Card,1,Terrible experience...,Retail Store,Singapore,negative
188,207,PayPal,4,Terrible experience...,Gas Station,Germany,positive
189,15,Credit Card,1,Terrible experience...,Online,France,negative
190,858,PayPal,1,Average quality.,Museum,Canada,negative
191,554,Debit Card,1,Terrible experience...,Hotel,Netherlands,negative
192,892,Credit Card,4,Excellent service!,Retail Store,Canada,positive
193,461,Debit Card,3,Excellent service!,Gas Station,Singapore,neutral
194,691,Bank Transfer,2,Average quality.,Fitness Center,Italy,negative
195,575,Credit Card,5,Excellent service!,Retail Store,Canada,positive
196,864,Credit Card,1,Average quality.,Online,China,negative
197,743,PayPal,2,Average quality.,Hotel,Australia,negative
198,241,Credit Card,5,Terrible experience...,Supermarket,Canada,positive
199,564,Debit Card,3,Excellent service!,Retail Store,Brazil,neutral
200,96,PayPal,3,Excellent service!,Gas Station,Netherlands,neutral
201,900,Bank Transfer,1,Excellent service!,Fitness Center,Mexico,negative
202,734,Debit Card,4,Terrible experience...,Museum,United Kingdom,positive
203,485,Bank Transfer,3,Average quality.,ATM,Brazil,neutral
204,407,Bank Transfer,5,Excellent service!,Fitness Center,Spain,positive
205,231,Bank Transfer,2,Excellent service!,ATM,Australia,negative
206,749,Credit Card,3,Excellent service!,ATM,Mexico,neutral
207,655,Debit Card,4,Excellent service!,Museum,Australia,positive
208,171,Debit Card,5,Terrible experience...,Gas Station,China,positive
209,541,Credit Card,1,Average quality.,Online,South Africa,negative
210,36,PayPal,5,Excellent service!,Online,Brazil,positive
211,525,Bank Transfer,2,Excellent service!,Hotel,Germany,negative
212,160,Debit Card,3,Average quality.,Restaurant,India,neutral
213,839,Credit Card,2,Terrible experience...,ATM,Sweden,negative
214,699,Bank Transfer,4,Terrible experience...,Cinema,Australia,positive
215,243,PayPal,2,Terrible experience...,Restaurant,Mexico,negative
216,86,PayPal,2,Terrible experience...,Amusement Park,India,negative
217,796,Bank Transfer,1,Excellent service!,ATM,Russia,negative
218,578,PayPal,1,Average quality.,Cinema,France,negative
219,682,Debit Card,5,Average quality.,Online,Australia,positive
220,557,Debit Card,5,Average quality.,Cinema,Japan,positive
221,574,Debit Card,4,Terrible experience...,Restaurant,Netherlands,positive
222,953,PayPal,2,Terrible experience...,Supermarket,Spain,negative
223,646,Debit Card,3,Average quality.,Retail Store,India,neutral
224,796,Credit Card,4,Excellent service!,Bar,Singapore,positive
225,28,Debit Card,5,Terrible experience...,ATM,Switzerland,positive
226,620,Debit Card,3,Excellent service!,Online,Switzerland,neutral
227,556,PayPal,5,Average quality.,Hotel,Spain,positive
228,340,Debit Card,5,Terrible experience...,Fitness Center,Russia,positive
229,798,Bank Transfer,5,Excellent service!,ATM,Italy,positive
230,958,Credit Card,2,Terrible experience...,Gas Station,Spain,negative
231,331,PayPal,1,Average quality.,Restaurant,Singapore,negative
232,640,Credit Card,3,Average quality.,Online,Brazil,neutral
233,506,Bank Transfer,3,Average quality.,Museum,Germany,neutral
234,348,PayPal,2,Excellent service!,Museum,Italy,negative
235,473,PayPal,2,Terrible experience...,Cinema,Canada,negative
236,231,Debit Card,4,Terrible experience...,Hotel,South Africa,positive
237,190,Credit Card,3,Terrible experience...,Retail Store,South Africa,neutral
238,225,Bank Transfer,2,Average quality.,Online,Sweden,negative
239,385,Bank Transfer,4,Excellent service!,Museum,Germany,positive
240,377,PayPal,4,Average quality.,Retail Store,South Africa,positive
241,283,Debit Card,4,Average quality.,ATM,Singapore,positive
242,958,PayPal,1,Excellent service!,Fitness Center,Spain,negative
243,633,PayPal,4,Average quality.,ATM,Netherlands,positive
244,628,PayPal,3,Average quality.,Bar,Brazil,neutral
245,973,PayPal,1,Terrible experience...,Restaurant,Switzerland,negative
246,745,Bank Transfer,4,Excellent service!,Cinema,Switzerland,positive
247,259,Bank Transfer,2,Excellent service!,ATM,Sweden,negative
248,359,PayPal,2,Terrible experience...,Supermarket,Mexico,negative
249,710,PayPal,3,Excellent service!,Gas Station,South Africa,neutral
250,456,Debit Card,2,Terrible experience...,Bar,United Kingdom,negative
251,411,PayPal,2,Average quality.,Fitness Center,Singapore,negative
252,649,Bank Transfer,5,Excellent service!,Online,India,positive
253,318,Credit Card,1,Excellent service!,Gas Station,Singapore,negative
254,677,Bank Transfer,5,Average quality.,Hotel,Singapore,positive
255,225,Debit Card,3,Average quality.,Cinema,Sweden,neutral
256,819,Bank Transfer,1,Excellent service!,Online,Japan,negative
257,234,Credit Card,1,Excellent service!,Bar,Sweden,negative
258,684,PayPal,3,Excellent service!,Retail Store,Australia,neutral
259,664,Credit Card,4,Terrible experience...,Gas Station,France,positive
260,975,PayPal,1,Excellent service!,Gas Station,Russia,negative
261,827,PayPal,2,Excellent service!,Bar,Singapore,negative
262,374,Bank Transfer,4,Average quality.,Museum,India,positive
263,672,Bank Transfer,1,Average quality.,Retail Store,United Kingdom,negative
264,608,Bank Transfer,5,Terrible experience...,Hotel,Netherlands,positive
265,472,Debit Card,4,Average quality.,ATM,Italy,positive
266,233,Bank Transfer,3,Excellent service!,Cinema,Italy,neutral
267,692,Debit Card,2,Excellent service!,Restaurant,Russia,negative
268,113,Bank Transfer,1,Terrible experience...,Fitness Center,Canada,negative
269,830,PayPal,5,Average quality.,Bar,Singapore,positive
270,497,Debit Card,1,Average quality.,Restaurant,Japan,negative
271,442,Credit Card,2,Average quality.,Online,India,negative
272,564,Debit Card,3,Terrible experience...,Cinema,Spain,neutral
273,268,Debit Card,2,Average quality.,Amusement Park,Russia,negative
274,510,Credit Card,3,Average quality.,Museum,Japan,neutral
275,807,Debit Card,5,Average quality.,Fitness Center,Singapore,positive
276,386,PayPal,3,Excellent service!,Hotel,Singapore,neutral
277,387,Bank Transfer,5,Terrible experience...,Gas Station,Germany,positive
278,113,Credit Card,5,Excellent service!,Hotel,Japan,positive
279,613,Bank Transfer,2,Terrible experience...,Restaurant,Italy,negative
280,625,PayPal,2,Average quality.,Amusement Park,Russia,negative
281,952,Credit Card,3,Excellent service!,Cinema,Brazil,neutral
282,81,Bank Transfer,4,Average quality.,Retail Store,Canada,positive
283,699,Bank Transfer,2,Average quality.,Gas Station,Russia,negative
284,113,PayPal,5,Terrible experience...,Supermarket,Singapore,positive
285,2,Bank Transfer,4,Average quality.,Museum,United Kingdom,positive
286,642,PayPal,2,Excellent service!,Restaurant,Australia,negative
287,220,Debit Card,4,Terrible experience...,Online,South Africa,positive
288,566,PayPal,2,Terrible experience...,Cinema,France,negative
289,855,Debit Card,5,Excellent service!,Cinema,Japan,positive
290,997,Credit Card,3,Average quality.,ATM,Sweden,neutral
291,736,Bank Transfer,1,Average quality.,Gas Station,China,negative
292,225,PayPal,1,Average quality.,Gas Station,Switzerland,negative
293,385,PayPal,5,Average quality.,Amusement Park,Singapore,positive
294,403,Bank Transfer,3,Average quality.,Bar,Singapore,neutral
295,638,Bank Transfer,5,Terrible experience...,Supermarket,Italy,positive
296,130,Credit Card,1,Terrible experience...,Retail Store,Netherlands,negative
297,53,Credit Card,2,Excellent service!,Gas Station,China,negative
298,684,PayPal,1,Average quality.,Online,New Zealand,negative
299,730,Credit Card,3,Average quality.,ATM,Switzerland,neutral
300,672,Debit Card,2,Average quality.,Gas Station,USA,negative
301,710,Credit Card,1,Excellent service!,Bar,Australia,negative
302,416,Credit Card,4,Average quality.,ATM,South Africa,positive
303,247,PayPal,3,Terrible experience...,Restaurant,Brazil,neutral
304,836,Debit Card,2,Average quality.,Online,China,negative
305,439,Credit Card,3,Excellent service!,Gas Station,South Africa,neutral
306,203,Debit Card,4,Terrible experience...,Retail Store,China,positive
307,184,Debit Card,2,Terrible experience...,Gas Station,Germany,negative
308,123,Debit Card,2,Terrible experience...,Restaurant,Italy,negative
309,401,Bank Transfer,2,Average quality.,ATM,Italy,negative
310,767,Bank Transfer,4,Excellent service!,Supermarket,Netherlands,positive
311,294,Bank Transfer,5,Excellent service!,Fitness Center,Netherlands,positive
312,280,Bank Transfer,2,Average quality.,Retail Store,China,negative
313,837,PayPal,2,Excellent service!,Restaurant,China,negative
314,884,Credit Card,5,Terrible experience...,Gas Station,Switzerland,positive
315,610,Bank Transfer,5,Terrible experience...,Restaurant,Italy,positive
316,198,PayPal,4,Excellent service!,Cinema,Germany,positive
317,982,Credit Card,5,Excellent service!,Supermarket,USA,positive
318,907,Bank Transfer,4,Average quality.,Hotel,Sweden,positive
319,511,Credit Card,4,Average quality.,Museum,Mexico,positive
320,752,Bank Transfer,2,Average quality.,Bar,New Zealand,negative
321,144,PayPal,3,Average quality.,Cinema,India,neutral
322,609,Debit Card,1,Average quality.,Restaurant,France,negative
323,201,Debit Card,5,Average quality.,Bar,Russia,positive
324,124,Credit Card,5,Terrible experience...,Retail Store,Italy,positive
325,187,PayPal,4,Excellent service!,Amusement Park,Germany,positive
326,326,Debit Card,2,Average quality.,Cinema,Brazil,negative
327,464,Bank Transfer,1,Terrible experience...,Retail Store,United Kingdom,negative
328,349,Debit Card,2,Excellent service!,Fitness Center,Netherlands,negative
329,771,Credit Card,2,Excellent service!,Restaurant,China,negative
330,660,Credit Card,4,Excellent service!,Supermarket,Japan,positive
331,764,PayPal,5,Average quality.,Gas Station,Switzerland,positive
332,955,Credit Card,1,Average quality.,Bar,Brazil,negative
333,932,Debit Card,1,Average quality.,Amusement Park,Russia,negative
334,403,Debit Card,4,Excellent service!,ATM,Japan,positive
335,346,Debit Card,2,Excellent service!,Museum,Japan,negative
336,963,Debit Card,5,Terrible experience...,Restaurant,Russia,positive
337,511,PayPal,2,Terrible experience...,Retail Store,Brazil,negative
338,147,Bank Transfer,2,Terrible experience...,ATM,China,negative
339,148,Bank Transfer,2,Terrible experience...,Bar,Italy,negative
340,864,PayPal,1,Excellent service!,Museum,Russia,negative
341,711,Credit Card,3,Average quality.,Restaurant,Spain,neutral
342,820,Bank Transfer,1,Average quality.,ATM,Sweden,negative
343,489,Credit Card,3,Average quality.,Restaurant,Italy,neutral
344,929,Bank Transfer,3,Average quality.,Cinema,United Kingdom,neutral
345,936,Credit Card,1,Terrible experience...,ATM,United Kingdom,negative
346,640,PayPal,1,Excellent service!,Fitness Center,USA,negative
347,551,Debit Card,3,Average quality.,Amusement Park,China,neutral
348,338,Credit Card,4,Excellent service!,Hotel,Germany,positive
349,872,Debit Card,5,Terrible experience...,Bar,India,positive
350,641,Credit Card,1,Terrible experience...,Restaurant,France,negative
351,779,Credit Card,1,Average quality.,ATM,Mexico,negative
352,988,Credit Card,1,Average quality.,Museum,Japan,negative
353,953,Credit Card,3,Terrible experience...,Supermarket,New Zealand,neutral
354,473,Credit Card,4,Terrible experience...,Fitness Center,Switzerland,positive
355,946,Debit Card,5,Excellent service!,ATM,Russia,positive
356,151,Credit Card,4,Terrible experience...,Cinema,Netherlands,positive
357,415,Debit Card,2,Excellent service!,Retail Store,Australia,negative
358,990,PayPal,3,Terrible experience...,ATM,Australia,neutral
359,298,Bank Transfer,5,Excellent service!,Hotel,Mexico,positive
360,611,Credit Card,2,Terrible experience...,Amusement Park,Switzerland,negative
361,263,Bank Transfer,3,Terrible experience...,Bar,Germany,neutral
362,764,Debit Card,5,Excellent service!,Restaurant,Japan,positive
363,144,PayPal,4,Excellent service!,Restaurant,Italy,positive
364,346,PayPal,4,Average quality.,Restaurant,Italy,positive
365,624,PayPal,2,Average quality.,Gas Station,Japan,negative
366,572,Bank Transfer,3,Terrible experience...,Cinema,Australia,neutral
367,881,Debit Card,1,Terrible experience...,Supermarket,Canada,negative
368,2,Credit Card,4,Excellent service!,Fitness Center,Japan,positive
369,897,Credit Card,1,Terrible experience...,Bar,Japan,negative
370,304,Debit Card,5,Average quality.,Bar,Brazil,positive
371,254,Bank Transfer,5,Excellent service!,Restaurant,Canada,positive
372,652,Credit Card,3,Terrible experience...,Fitness Center,Mexico,neutral
373,453,Debit Card,1,Excellent service!,Cinema,Germany,negative
374,37,Credit Card,1,Average quality.,Retail Store,Spain,negative
375,160,PayPal,4,Average quality.,Bar,Japan,positive
376,9,Credit Card,4,Average quality.,ATM,Netherlands,positive
377,233,Bank Transfer,4,Terrible experience...,Hotel,Brazil,positive
378,99,Debit Card,2,Terrible experience...,Cinema,Spain,negative
379,659,Bank Transfer,3,Terrible experience...,Museum,Singapore,neutral
380,816,Debit Card,4,Terrible experience...,Restaurant,Brazil,positive
381,208,PayPal,3,Terrible experience...,Museum,New Zealand,neutral
382,131,Debit Card,4,Terrible experience...,Bar,New Zealand,positive
383,404,Credit Card,4,Average quality.,Gas Station,Canada,positive
384,152,Credit Card,2,Average quality.,Online,USA,negative
385,54,PayPal,1,Terrible experience...,Online,Spain,negative
386,120,Debit Card,3,Average quality.,Supermarket,Canada,neutral
387,673,PayPal,1,Excellent service!,Bar,Japan,negative
388,920,Credit Card,4,Terrible experience...,Amusement Park,Netherlands,positive
389,628,Bank Transfer,4,Excellent service!,Retail Store,South Africa,positive
390,587,PayPal,5,Terrible experience...,Museum,New Zealand,positive
391,625,Bank Transfer,4,Terrible experience...,Gas Station,United Kingdom,positive
392,968,Bank Transfer,1,Average quality.,ATM,Japan,negative
393,420,Debit Card,2,Excellent service!,Cinema,Japan,negative
394,422,PayPal,5,Average quality.,ATM,New Zealand,positive
395,104,Bank Transfer,1,Terrible experience...,Museum,Canada,negative
396,852,Bank Transfer,4,Excellent service!,Bar,Mexico,positive
397,254,Debit Card,4,Terrible experience...,Hotel,Switzerland,positive
398,227,Debit Card,2,Average quality.,Online,Japan,negative
399,112,Credit Card,2,Terrible experience...,Bar,Russia,negative
400,510,Bank Transfer,3,Terrible experience...,Cinema,France,neutral
401,473,Credit Card,5,Average quality.,Bar,South Africa,positive
402,99,Bank Transfer,2,Terrible experience...,Amusement Park,USA,negative
403,153,Credit Card,5,Excellent service!,Amusement Park,Sweden,positive
404,861,Debit Card,3,Average quality.,Online,Sweden,neutral
405,914,PayPal,5,Terrible experience...,Museum,Brazil,positive
406,896,Debit Card,1,Average quality.,Museum,USA,negative
407,878,Credit Card,1,Terrible experience...,Hotel,USA,negative
408,338,Credit Card,5,Average quality.,Cinema,Singapore,positive
409,706,PayPal,5,Average quality.,Restaurant,Spain,positive
410,822,Bank Transfer,3,Excellent service!,Retail Store,Germany,neutral
411,163,Credit Card,4,Average quality.,Bar,Italy,positive
412,720,Credit Card,5,Excellent service!,Cinema,Australia,positive
413,957,Credit Card,1,Average quality.,Hotel,Sweden,negative
414,681,PayPal,3,Average quality.,Fitness Center,Japan,neutral
415,996,Debit Card,5,Terrible experience...,Restaurant,China,positive
416,161,Credit Card,2,Terrible experience...,Bar,Spain,negative
417,580,PayPal,2,Terrible experience...,Supermarket,Mexico,negative
418,801,Credit Card,4,Average quality.,Fitness Center,Canada,positive
419,398,Bank Transfer,2,Average quality.,Gas Station,Netherlands,negative
420,277,PayPal,1,Excellent service!,Online,Italy,negative
421,816,Credit Card,5,Excellent service!,Supermarket,Japan,positive
422,916,PayPal,3,Excellent service!,Bar,Sweden,neutral
423,504,Credit Card,5,Terrible experience...,ATM,Singapore,positive
424,896,Debit Card,5,Terrible experience...,Fitness Center,Mexico,positive
425,392,Credit Card,1,Excellent service!,Hotel,Brazil,negative
426,135,PayPal,1,Average quality.,Fitness Center,Spain,negative
427,195,Bank Transfer,2,Terrible experience...,Hotel,Netherlands,negative
428,401,Bank Transfer,2,Terrible experience...,Cinema,Italy,negative
429,640,Bank Transfer,4,Excellent service!,Online,Canada,positive
430,33,Credit Card,4,Terrible experience...,Restaurant,USA,positive
431,688,Debit Card,3,Excellent service!,Bar,Brazil,neutral
432,460,Credit Card,2,Terrible experience...,ATM,USA,negative
433,955,Bank Transfer,2,Average quality.,Restaurant,United Kingdom,negative
