review_id,customer_id,payment_method,rating,review_text,point_of_transaction,country
103,202,Debit Card,2,Average quality.,ATM,Australia
104,958,Debit Card,2,Excellent service!,Fitness Center,Russia
105,996,PayPal,1,Terrible experience...,Supermarket,South Africa
106,270,Debit Card,5,Average quality.,Hotel,Mexico
107,863,Credit Card,2,Terrible experience...,Bar,Russia
108,816,Debit Card,5,Excellent service!,Retail Store,South Africa
109,271,PayPal,2,Average quality.,Supermarket,Australia
110,456,Debit Card,5,Terrible experience...,Supermarket,Brazil
111,462,Debit Card,3,Average quality.,Amusement Park,Sweden
112,727,Debit Card,5,Excellent service!,Fitness Center,Japan
113,252,PayPal,5,Average quality.,Restaurant,United Kingdom
114,702,Debit Card,1,Excellent service!,Amusement Park,Spain
115,296,Debit Card,3,Terrible experience...,Amusement Park,Switzerland
116,725,Credit Card,4,Excellent service!,Hotel,Sweden
117,720,PayPal,1,Terrible experience...,ATM,Germany
118,749,Debit Card,4,Terrible experience...,Gas Station,Germany
119,338,PayPal,2,Excellent service!,Amusement Park,Switzerland
120,879,Debit Card,4,Terrible experience...,Cinema,Japan
121,53,Debit Card,5,Average quality.,Gas Station,Canada
122,792,Debit Card,4,Terrible experience...,ATM,Spain
123,922,Credit Card,1,Excellent service!,Retail Store,United Kingdom
124,217,Credit Card,1,Average quality.,Restaurant,Canada
125,764,Credit Card,4,Average quality.,Gas Station,Sweden
126,188,PayPal,1,Terrible experience...,Bar,France
127,380,PayPal,1,Terrible experience...,Hotel,Germany
128,493,Credit Card,4,Excellent service!,Supermarket,New Zealand
129,41,PayPal,3,Average quality.,Museum,New Zealand
130,157,Debit Card,3,Excellent service!,Fitness Center,South Africa
131,15,Debit Card,2,Terrible experience...,Retail Store,China
132,813,Debit Card,1,Average quality.,ATM,Spain
133,65,Credit Card,4,Excellent service!,Amusement Park,Spain
134,857,PayPal,1,Excellent service!,Cinema,United Kingdom
135,839,Credit Card,5,Excellent service!,Cinema,Switzerland
136,521,PayPal,1,Excellent service!,Restaurant,Spain
137,344,Debit Card,1,Excellent service!,ATM,Switzerland
138,129,Credit Card,3,Average quality.,Retail Store,Canada
139,648,PayPal,4,Excellent service!,Bar,Australia
140,472,PayPal,1,Average quality.,Supermarket,China
141,63,Debit Card,3,Excellent service!,Amusement Park,Sweden
142,139,Credit Card,2,Terrible experience...,Museum,Spain
143,499,Credit Card,3,Terrible experience...,Fitness Center,Germany
144,593,Credit Card,3,Excellent service!,Hotel,India
145,392,Debit Card,3,Terrible experience...,Online,Russia
146,675,Credit Card,1,Average quality.,Online,Japan
147,419,Debit Card,1,Excellent service!,Amusement Park,Sweden
148,289,Debit Card,2,Average quality.,Retail Store,Brazil
149,379,Debit Card,5,Excellent service!,Amusement Park,Japan
150,773,PayPal,5,Terrible experience...,ATM,Canada
151,490,Credit Card,5,Average quality.,Fitness Center,Brazil
152,231,Credit Card,2,Terrible experience...,Online,Australia
153,41,Debit Card,5,Terrible experience...,Restaurant,China
154,28,Debit Card,5,Excellent service!,ATM,USA
155,135,Credit Card,3,Average quality.,Online,Canada
156,201,Debit Card,1,Terrible experience...,Bar,Singapore
157,840,Credit Card,1,Excellent service!,Fitness Center,United Kingdom
158,780,PayPal,3,Excellent service!,Museum,China
159,930,Debit Card,3,Excellent service!,Supermarket,China
160,33,Credit Card,3,Terrible experience...,Cinema,Russia
161,48,Debit Card,1,Excellent service!,ATM,Russia
162,503,Credit Card,5,Average quality.,Cinema,India
163,407,Credit Card,3,Average quality.,Cinema,Russia
164,574,Debit Card,2,Terrible experience...,Fitness Center,France
165,728,PayPal,3,Average quality.,Fitness Center,New Zealand
166,805,Credit Card,4,Excellent service!,Online,Switzerland
167,99,Credit Card,3,Terrible experience...,ATM,Sweden
168,684,Credit Card,1,Excellent service!,Supermarket,France
169,872,PayPal,3,Terrible experience...,Bar,United Kingdom
170,726,PayPal,4,Terrible experience...,Gas Station,South Africa
171,987,Debit Card,2,Excellent service!,Restaurant,Brazil
172,547,PayPal,5,Average quality.,Cinema,Switzerland
173,961,Debit Card,3,Average quality.,Supermarket,Italy
174,739,Debit Card,4,Terrible experience...,Fitness Center,Netherlands
175,613,PayPal,4,Excellent service!,Hotel,Russia
176,943,Debit Card,2,Excellent service!,Hotel,Switzerland
177,462,PayPal,1,Terrible experience...,Gas Station,USA
178,643,Debit Card,3,Average quality.,Gas Station,Singapore
179,769,PayPal,4,Excellent service!,Gas Station,France
180,5,PayPal,2,Average quality.,Museum,France
181,218,Debit Card,5,Average quality.,Restaurant,France
182,503,Credit Card,4,Terrible experience...,Restaurant,Japan
183,767,Debit Card,2,Terrible experience...,Bar,France
184,398,PayPal,1,Average quality.,Cinema,New Zealand
185,871,Credit Card,1,Excellent service!,Retail Store,Switzerland
186,795,Debit Card,4,Excellent service!,Museum,Canada
187,393,Debit Card,4,Terrible experience...,Hotel,South Africa
188,207,Debit Card,3,Average quality.,Online,Spain
189,15,Credit Card,2,Excellent service!,Online,Switzerland
190,858,PayPal,4,Excellent service!,Gas Station,China
191,554,Debit Card,3,Terrible experience...,Amusement Park,Switzerland
192,892,Debit Card,3,Average quality.,Hotel,Netherlands
193,461,Debit Card,4,Excellent service!,Retail Store,Australia
194,691,Debit Card,1,Terrible experience...,Museum,Australia
195,575,Debit Card,2,Excellent service!,Retail Store,Canada
196,864,PayPal,2,Excellent service!,Online,USA
197,743,PayPal,1,Excellent service!,Amusement Park,Russia
198,241,Debit Card,4,Terrible experience...,Retail Store,France
199,564,Credit Card,2,Average quality.,Hotel,Spain
200,96,PayPal,4,Terrible experience...,Cinema,Sweden
201,900,Credit Card,4,Average quality.,Supermarket,China
202,734,PayPal,3,Excellent service!,Amusement Park,Russia
203,485,Debit Card,1,Average quality.,Retail Store,Canada
204,407,PayPal,4,Excellent service!,Fitness Center,Brazil
205,231,Debit Card,5,Excellent service!,Amusement Park,France
206,749,PayPal,1,Terrible experience...,Amusement Park,New Zealand
207,655,Debit Card,2,Excellent service!,Cinema,India
208,171,Debit Card,3,Terrible experience...,Hotel,South Africa
209,541,Debit Card,2,Average quality.,Museum,Canada
210,36,Debit Card,2,Average quality.,Online,USA
211,525,Credit Card,1,Excellent service!,Fitness Center,United Kingdom
212,160,Debit Card,2,Terrible experience...,Cinema,Brazil
213,839,Credit Card,4,Excellent service!,Retail Store,Mexico
214,699,Credit Card,2,Terrible experience...,Gas Station,China
215,243,Debit Card,3,Terrible experience...,Cinema,Spain
216,86,Credit Card,3,Terrible experience...,Gas Station,Canada
217,796,PayPal,5,Average quality.,ATM,Russia
218,578,Debit Card,3,Terrible experience...,Online,India
219,682,Credit Card,2,Average quality.,Hotel,Netherlands
220,557,Debit Card,3,Terrible experience...,Supermarket,Brazil
221,574,Debit Card,1,Average quality.,Amusement Park,New Zealand
222,953,Debit Card,3,Average quality.,Gas Station,Netherlands
223,646,Credit Card,4,Average quality.,Supermarket,Japan
224,796,PayPal,1,Excellent service!,Supermarket,Netherlands
225,28,PayPal,5,Terrible experience...,Gas Station,Japan
226,620,Credit Card,4,Excellent service!,Supermarket,Italy
227,556,Debit Card,2,Terrible experience...,Amusement Park,Japan
228,340,Credit Card,2,Terrible experience...,Museum,Switzerland
229,798,Credit Card,2,Excellent service!,Bar,Russia
230,958,Credit Card,4,Average quality.,ATM,Brazil
231,331,Debit Card,4,Terrible experience...,Gas Station,Spain
232,640,Credit Card,4,Average quality.,Amusement Park,South Africa
233,506,Debit Card,1,Excellent service!,Fitness Center,Germany
234,348,Credit Card,1,Average quality.,Online,Italy
235,473,PayPal,2,Terrible experience...,Gas Station,Spain
236,231,Credit Card,3,Terrible experience...,Museum,Switzerland
237,190,Credit Card,2,Terrible experience...,Amusement Park,Russia
238,225,PayPal,5,Excellent service!,Amusement Park,New Zealand
239,385,Debit Card,1,Terrible experience...,Fitness Center,Switzerland
240,377,Debit Card,4,Excellent service!,Cinema,Japan
241,283,Credit Card,1,Average quality.,Bar,New Zealand
242,958,PayPal,4,Terrible experience...,Museum,Brazil
243,633,Debit Card,5,Terrible experience...,Gas Station,China
244,628,Credit Card,5,Terrible experience...,Fitness Center,India
245,973,PayPal,1,Average quality.,Hotel,United Kingdom
246,745,Debit Card,4,Terrible experience...,Amusement Park,Switzerland
247,259,Debit Card,5,Excellent service!,ATM,South Africa
248,359,PayPal,2,Average quality.,Cinema,United Kingdom
249,710,PayPal,2,Average quality.,Amusement Park,United Kingdom
250,456,PayPal,4,Average quality.,Gas Station,Australia
251,411,PayPal,1,Average quality.,Retail Store,France
252,649,Credit Card,5,Average quality.,Amusement Park,Netherlands
253,318,PayPal,1,Excellent service!,Restaurant,Australia
254,677,Debit Card,2,Average quality.,Retail Store,Switzerland
255,225,Debit Card,5,Terrible experience...,Amusement Park,Brazil
256,819,Credit Card,1,Average quality.,Supermarket,New Zealand
257,234,Debit Card,3,Average quality.,Museum,Italy
258,684,Debit Card,4,Average quality.,Amusement Park,Sweden
259,664,PayPal,4,Average quality.,Online,United Kingdom
260,975,Debit Card,3,Average quality.,Supermarket,France
261,827,Credit Card,2,Excellent service!,Gas Station,Switzerland
262,374,PayPal,5,Excellent service!,ATM,China
263,672,PayPal,4,Average quality.,Retail Store,USA
264,608,Credit Card,3,Excellent service!,Hotel,Canada
265,472,PayPal,3,Terrible experience...,Cinema,South Africa
266,233,PayPal,2,Average quality.,Fitness Center,Canada
267,692,Credit Card,2,Terrible experience...,ATM,Sweden
268,113,PayPal,1,Terrible experience...,Supermarket,Netherlands
269,830,Credit Card,4,Average quality.,Cinema,Netherlands
270,497,Credit Card,1,Terrible experience...,Retail Store,Spain
271,442,Debit Card,3,Terrible experience...,Hotel,India
272,564,Debit Card,5,Terrible experience...,Restaurant,China
273,268,PayPal,5,Average quality.,Restaurant,Sweden
274,510,PayPal,2,Average quality.,Museum,China
275,807,Credit Card,5,Terrible experience...,Hotel,New Zealand
276,386,PayPal,5,Average quality.,Cinema,Brazil
277,387,Credit Card,5,Average quality.,Gas Station,Mexico
278,113,Credit Card,3,Terrible experience...,Cinema,South Africa
279,613,PayPal,5,Average quality.,Museum,India
280,625,Credit Card,5,Excellent service!,Amusement Park,South Africa
281,952,Debit Card,5,Average quality.,Cinema,Canada
282,81,PayPal,1,Excellent service!,Gas Station,Sweden
283,699,Debit Card,3,Terrible experience...,ATM,United Kingdom
284,113,PayPal,2,Average quality.,Retail Store,Brazil
285,2,Credit Card,1,Terrible experience...,Cinema,Singapore
286,642,PayPal,4,Terrible experience...,Fitness Center,Italy
287,220,Debit Card,3,Terrible experience...,Retail Store,France
288,566,Credit Card,3,Terrible experience...,Supermarket,Brazil
289,855,PayPal,4,Terrible experience...,Restaurant,South Africa
290,997,PayPal,4,Average quality.,Restaurant,Brazil
291,736,PayPal,4,Excellent service!,Gas Station,Japan
292,225,Debit Card,2,Average quality.,Supermarket,Australia
293,385,Debit Card,5,Average quality.,Restaurant,Sweden
294,403,PayPal,3,Average quality.,Museum,China
295,638,Credit Card,5,Average quality.,Gas Station,Japan
296,130,Credit Card,5,Excellent service!,Cinema,Netherlands
297,53,Debit Card,4,Average quality.,Supermarket,Spain
298,684,Credit Card,2,Terrible experience...,Museum,New Zealand
299,730,Debit Card,1,Average quality.,Amusement Park,United Kingdom
300,672,PayPal,2,Average quality.,Amusement Park,USA
301,710,Debit Card,5,Excellent service!,Amusement Park,Japan
302,416,Debit Card,2,Excellent service!,ATM,New Zealand
303,247,PayPal,4,Terrible experience...,Amusement Park,South Africa
304,836,Credit Card,1,Average quality.,Supermarket,Switzerland
305,439,Debit Card,4,Average quality.,Online,United Kingdom
306,203,Debit Card,1,Average quality.,Restaurant,Mexico
307,184,PayPal,5,Terrible experience...,Amusement Park,Switzerland
308,123,Credit Card,1,Excellent service!,Supermarket,Sweden
309,401,Debit Card,1,Terrible experience...,Museum,Sweden
310,767,PayPal,1,Average quality.,Bar,New Zealand
311,294,Debit Card,2,Excellent service!,Museum,Sweden
312,280,PayPal,2,Excellent service!,Cinema,Mexico
313,837,Credit Card,5,Terrible experience...,Museum,Australia
314,884,Credit Card,1,Excellent service!,ATM,South Africa
315,610,Credit Card,3,Excellent service!,Retail Store,Switzerland
316,198,Credit Card,5,Average quality.,Gas Station,Sweden
317,982,Debit Card,1,Average quality.,Bar,Singapore
318,907,Debit Card,1,Excellent service!,Museum,United Kingdom
319,511,Credit Card,2,Excellent service!,Bar,Germany
320,752,Credit Card,5,Terrible experience...,ATM,Switzerland
321,144,Credit Card,1,Terrible experience...,Gas Station,Netherlands
322,609,Debit Card,1,Excellent service!,ATM,South Africa
323,201,Credit Card,5,Average quality.,Amusement Park,Mexico
324,124,Credit Card,3,Excellent service!,Retail Store,United Kingdom
325,187,Credit Card,5,Excellent service!,Gas Station,Brazil
326,326,PayPal,5,Average quality.,Supermarket,China
327,464,Credit Card,3,Average quality.,Museum,Switzerland
328,349,PayPal,5,Terrible experience...,Museum,France
329,771,PayPal,1,Terrible experience...,Restaurant,India
330,660,Credit Card,5,Terrible experience...,ATM,China
331,764,PayPal,3,Terrible experience...,Retail Store,South Africa
332,955,Credit Card,4,Average quality.,Cinema,Brazil
333,932,Debit Card,5,Excellent service!,Online,Canada
334,403,Debit Card,2,Terrible experience...,Cinema,Spain
335,346,Debit Card,1,Terrible experience...,Online,India
336,963,Debit Card,1,Average quality.,Hotel,Germany
337,511,PayPal,2,Average quality.,Supermarket,Switzerland
338,147,Credit Card,2,Excellent service!,Hotel,USA
339,148,Credit Card,5,Excellent service!,ATM,New Zealand
340,864,Credit Card,2,Average quality.,ATM,China
341,711,Debit Card,4,Terrible experience...,Museum,Singapore
342,820,Debit Card,3,Terrible experience...,Online,Australia
343,489,Credit Card,2,Terrible experience...,Gas Station,Germany
344,929,Debit Card,2,Excellent service!,Fitness Center,Spain
345,936,Credit Card,4,Terrible experience...,Retail Store,South Africa
346,640,Credit Card,1,Terrible experience...,Amusement Park,Canada
347,551,Credit Card,1,Average quality.,Bar,Netherlands
348,338,Credit Card,5,Terrible experience...,ATM,France
349,872,Credit Card,4,Average quality.,Hotel,New Zealand
350,641,Credit Card,3,Terrible experience...,Hotel,Spain
351,779,Credit Card,3,Excellent service!,Fitness Center,USA
352,988,Debit Card,4,Terrible experience...,Cinema,Italy
353,953,Credit Card,3,Terrible experience...,Supermarket,Switzerland
354,473,Credit Card,1,Average quality.,Online,Switzerland
355,946,Debit Card,3,Average quality.,Bar,Germany
356,151,Debit Card,3,Average quality.,Online,South Africa
357,415,Debit Card,4,Terrible experience...,ATM,China
358,990,Credit Card,4,Terrible experience...,Museum,Australia
359,298,PayPal,3,Excellent service!,Restaurant,India
360,611,PayPal,2,Terrible experience...,Bar,Spain
361,263,Debit Card,4,Excellent service!,Cinema,Italy
362,764,PayPal,5,Average quality.,Hotel,Sweden
363,144,Debit Card,5,Average quality.,Cinema,New Zealand
364,346,Credit Card,1,Average quality.,Museum,USA
365,624,PayPal,3,Excellent service!,ATM,Brazil
366,572,Credit Card,2,Terrible experience...,Restaurant,Italy
367,881,PayPal,1,Average quality.,Amusement Park,Singapore
368,2,Credit Card,3,Terrible experience...,Bar,Italy
369,897,PayPal,4,Terrible experience...,Fitness Center,Mexico
370,304,Credit Card,5,Average quality.,Online,Japan
371,254,Credit Card,2,Excellent service!,Bar,Sweden
372,652,PayPal,5,Terrible experience...,Hotel,India
373,453,Credit Card,4,Average quality.,Online,Netherlands
374,37,Credit Card,3,Terrible experience...,Amusement Park,Switzerland
375,160,Credit Card,4,Terrible experience...,Fitness Center,Singapore
376,9,PayPal,4,Terrible experience...,Amusement Park,Germany
377,233,PayPal,5,Terrible experience...,Fitness Center,Spain
378,99,Credit Card,2,Terrible experience...,Supermarket,Netherlands
379,659,Credit Card,4,Excellent service!,Online,Canada
380,816,PayPal,5,Excellent service!,Retail Store,New Zealand
381,208,PayPal,2,Average quality.,Restaurant,USA
382,131,Credit Card,3,Excellent service!,Retail Store,Italy
383,404,Credit Card,3,Excellent service!,Amusement Park,Singapore
384,152,Credit Card,1,Excellent service!,Online,Canada
385,54,Debit Card,5,Terrible experience...,Supermarket,Netherlands
386,120,PayPal,2,Terrible experience...,Bar,Canada
387,673,Debit Card,4,Average quality.,Bar,Russia
388,920,PayPal,3,Average quality.,Bar,Mexico
389,628,PayPal,2,Average quality.,Museum,Mexico
390,587,PayPal,5,Terrible experience...,Supermarket,France
391,625,PayPal,1,Excellent service!,Museum,Japan
392,968,PayPal,3,Excellent service!,ATM,Spain
393,420,PayPal,2,Terrible experience...,Online,Brazil
394,422,PayPal,2,Average quality.,Retail Store,United Kingdom
395,104,Debit Card,2,Average quality.,Restaurant,USA
396,852,Credit Card,5,Average quality.,Amusement Park,Spain
397,254,Credit Card,5,Terrible experience...,Restaurant,USA
398,227,Debit Card,5,Average quality.,Amusement Park,Mexico
399,112,Debit Card,4,Average quality.,Online,India
400,510,Debit Card,2,Terrible experience...,Online,Switzerland
401,473,Debit Card,3,Excellent service!,Cinema,Australia
402,99,PayPal,5,Terrible experience...,Retail Store,Italy
403,153,Credit Card,5,Terrible experience...,Hotel,Germany
404,861,PayPal,2,Terrible experience...,Amusement Park,Netherlands
405,914,Credit Card,5,Terrible experience...,Gas Station,Italy
406,896,Credit Card,4,Excellent service!,Hotel,Singapore
407,878,Debit Card,4,Average quality.,Bar,Sweden
408,338,PayPal,5,Terrible experience...,Restaurant,Germany
409,706,Debit Card,2,Excellent service!,Fitness Center,Germany
410,822,PayPal,2,Average quality.,Fitness Center,Netherlands
411,163,Credit Card,2,Average quality.,Online,Switzerland
412,720,Debit Card,1,Average quality.,Gas Station,France
413,957,Debit Card,5,Terrible experience...,Amusement Park,Singapore
414,681,Credit Card,2,Terrible experience...,ATM,USA
415,996,Credit Card,4,Average quality.,Amusement Park,United Kingdom
416,161,Credit Card,3,Average quality.,Fitness Center,China
417,580,Debit Card,3,Average quality.,Restaurant,France
418,801,PayPal,2,Average quality.,Amusement Park,Switzerland
419,398,Debit Card,3,Average quality.,Amusement Park,Spain
420,277,PayPal,3,Average quality.,Supermarket,USA
421,816,Debit Card,1,Excellent service!,Retail Store,South Africa
422,916,Debit Card,4,Average quality.,Hotel,Germany
423,504,Credit Card,4,Terrible experience...,ATM,India
424,896,PayPal,1,Terrible experience...,Online,Switzerland
425,392,Debit Card,1,Terrible experience...,Amusement Park,Russia
426,135,Debit Card,3,Average quality.,ATM,Mexico
427,195,Credit Card,5,Terrible experience...,Cinema,India
428,401,Credit Card,3,Excellent service!,Amusement Park,Mexico
429,640,PayPal,1,Average quality.,Museum,Spain
430,33,Debit Card,4,Terrible experience...,Museum,Italy
431,688,PayPal,3,Excellent service!,Supermarket,Canada
432,460,Debit Card,5,Excellent service!,Museum,Australia
433,955,PayPal,3,Terrible experience...,Supermarket,Japan
434,883,Credit Card,2,Excellent service!,Gas Station,France
435,470,Debit Card,3,Terrible experience...,Bar,India
436,375,PayPal,1,Excellent service!,Restaurant,Brazil
437,22,Credit Card,4,Average quality.,Hotel,China
438,750,Credit Card,4,Average quality.,Cinema,Mexico
439,670,PayPal,1,Average quality.,Restaurant,Australia
440,38,Debit Card,2,Average quality.,Museum,India
441,230,Debit Card,1,Average quality.,Restaurant,Canada
442,365,Credit Card,3,Terrible experience...,Gas Station,Russia
443,563,Debit Card,1,Average quality.,Supermarket,Netherlands
444,438,Debit Card,1,Average quality.,Retail Store,New Zealand
445,776,Debit Card,2,Average quality.,ATM,Sweden
446,283,Credit Card,3,Average quality.,Online,Italy
447,27,PayPal,5,Excellent service!,Retail Store,Spain
448,226,Debit Card,5,Average quality.,Retail Store,Italy
449,277,Credit Card,4,Average quality.,Bar,Italy
450,798,Credit Card,1,Terrible experience...,Bar,New Zealand
451,609,PayPal,4,Excellent service!,Retail Store,Netherlands
452,284,Debit Card,2,Terrible experience...,Supermarket,France
453,879,Debit Card,5,Average quality.,Restaurant,United Kingdom
454,960,PayPal,1,Terrible experience...,ATM,France
455,481,PayPal,2,Terrible experience...,Restaurant,South Africa
456,453,Credit Card,2,Average quality.,Restaurant,Mexico
457,829,Credit Card,1,Excellent service!,Restaurant,Canada
458,816,PayPal,2,Excellent service!,ATM,South Africa
459,659,Debit Card,1,Terrible experience...,ATM,Italy
460,516,Credit Card,1,Average quality.,Gas Station,USA
461,547,Credit Card,3,Terrible experience...,Hotel,Spain
462,192,Debit Card,4,Terrible experience...,Fitness Center,France
463,49,Credit Card,2,Terrible experience...,Fitness Center,Russia
464,512,Debit Card,2,Average quality.,Fitness Center,Russia
465,17,Debit Card,3,Average quality.,Retail Store,United Kingdom
466,172,Debit Card,3,Excellent service!,Amusement Park,France
467,220,PayPal,3,Average quality.,Gas Station,India
468,158,PayPal,5,Terrible experience...,Gas Station,Brazil
469,477,PayPal,5,Terrible experience...,Online,USA
470,46,Debit Card,5,Excellent service!,Amusement Park,China
471,373,Debit Card,1,Average quality.,Bar,Switzerland
472,518,PayPal,2,Terrible experience...,Online,New Zealand
473,99,Credit Card,4,Excellent service!,Bar,Spain
474,892,Debit Card,1,Excellent service!,Hotel,Canada
475,745,Credit Card,2,Terrible experience...,Cinema,Sweden
476,37,Credit Card,2,Terrible experience...,Bar,China
477,280,Debit Card,3,Average quality.,Restaurant,Italy
478,349,Debit Card,3,Excellent service!,Bar,China
479,497,Credit Card,1,Terrible experience...,Museum,New Zealand
480,302,Credit Card,3,Excellent service!,Amusement Park,Russia
481,181,PayPal,2,Average quality.,Fitness Center,India
482,607,PayPal,3,Terrible experience...,Fitness Center,Italy
483,99,Debit Card,5,Average quality.,ATM,Switzerland
484,700,PayPal,3,Excellent service!,Amusement Park,India
485,993,PayPal,2,Average quality.,Hotel,Netherlands
486,116,PayPal,1,Average quality.,Fitness Center,Japan
487,191,PayPal,4,Excellent service!,Gas Station,France
488,253,Credit Card,3,Average quality.,Restaurant,Canada
489,981,Debit Card,2,Excellent service!,Cinema,United Kingdom
490,928,PayPal,4,Terrible experience...,Hotel,Russia
491,983,Credit Card,4,Excellent service!,Gas Station,South Africa
